X,Y,Strain_0.1,Strain_0.2,Strain_0.3,Strain_0.4,Strain_0.5,Strain_0.6,Strain_0.7,Strain_0.8,Strain_0.9,Strain_1.0,Strain_1.1
-50.0,-50.0,0.10027767424580633,0.16812825587564675,0.2870764465490343,0.4365770083420257,0.40914892401599323,0.5129568798346213,0.784072834959009,0.8508627562456508,0.9135684162690891,1.072059708402936,1.1856620979346781
-44.73684210526316,-44.73684210526316,0.08112816417748157,0.18460647393185176,0.2527494869561955,0.46259201060622535,0.5074463832736616,0.6681913341892805,0.7653291511406695,0.6513246647910237,0.8946183963012774,0.9030029949851736,1.0131662275712892
-39.473684210526315,-39.473684210526315,0.11665961590007884,0.20967449029718987,0.31126852012480516,0.4543629203558212,0.5844317524625743,0.5722027958924736,0.7747552836910288,0.6441709116190701,1.0192036734723553,1.0325507378869352,1.235498595773463
-34.21052631578947,-34.21052631578947,0.09413447586913357,0.23332243042764922,0.24067677385701083,0.4020460237151167,0.5840357180820306,0.48336026484312145,0.7515463862515495,0.9381950357044322,0.7926085288005945,1.115893728024101,1.299258152386965
-28.94736842105263,-28.94736842105263,0.08482615182953573,0.18653729040293984,0.3573265352905472,0.3848053088652241,0.4292939668495653,0.6652828026330855,0.634269931229198,0.9094268662069831,0.8031569078014575,1.1025153025458128,1.0279231343004551
-23.684210526315788,-23.684210526315788,0.09820240975185568,0.16066871181381456,0.31846593765757125,0.4207790856103102,0.5763605686904498,0.5587703412972671,0.6646399121419699,0.9166690489258014,0.9479237393674429,1.0896308049834613,1.225485004306342
-18.421052631578945,-18.421052631578945,0.1191764100935647,0.22367500539089064,0.33816173192221666,0.34152105615943834,0.5706505544491938,0.7103099763775853,0.6092726012159768,0.7527403750970527,0.8977687167669024,0.8669947895813028,0.9929821722319992
-13.157894736842103,-13.157894736842103,0.10433184716495411,0.1837171934952928,0.2965111097266474,0.359381399371529,0.5977306585501471,0.6186497223470446,0.6767860960566461,0.946951864657577,0.720607117714106,1.1934882812316094,0.9249249265909788
-7.89473684210526,-7.89473684210526,0.10904447985112188,0.16704027154917583,0.3413121082070269,0.3774747279893304,0.4971016206285952,0.5109483581199956,0.7577590818776855,0.8529051800032786,1.0787086211440473,1.177107927633344,1.2492413172235877
-2.6315789473684177,-2.6315789473684177,0.10756114161473039,0.21249328455668964,0.26928320908503806,0.4310611482475422,0.4462887794509819,0.4991796524040029,0.6559332002850249,0.7965316510639525,0.7998839769596635,1.1196101697454284,0.909229668283237
2.631578947368425,2.631578947368425,0.08177125402673052,0.1829415273206576,0.27326979096959386,0.3664425969566102,0.4741019419854987,0.5789424615259499,0.7366968509322035,0.8534499014837603,1.0454591936862223,0.8074612613036688,1.317149896370491
7.894736842105267,7.894736842105267,0.10134218118705832,0.21794734545830963,0.33304662823074305,0.47537157473178404,0.4598672394544798,0.5031953381630514,0.5624390545558726,0.922209319418486,0.9426400480268669,0.8291652029324734,1.008768151940069
13.15789473684211,13.15789473684211,0.09524616709223072,0.18313773915005616,0.26149481455023704,0.4661627527557994,0.5184781256391149,0.5909615323288817,0.6518221929338961,0.9154649934943667,0.7922589522045007,1.1397205306526434,1.1471937105783154
18.42105263157896,18.42105263157896,0.08467170999306961,0.16274406715271986,0.2606676813190486,0.4510332496650733,0.49482004389292966,0.7127873407170093,0.7938172625816035,0.8470363756901699,1.0619099368972325,0.9841111407855623,1.0586450183486265
23.684210526315795,23.684210526315795,0.08415971679839866,0.2014602728743632,0.2903637784405386,0.3504478097483033,0.47881801714038064,0.492691066263762,0.7085094957795036,0.698260307562707,1.0106112659818192,0.9772673646904465,1.1454676015432455
28.94736842105263,28.94736842105263,0.08165349695038703,0.18864049713339218,0.2812729341373581,0.32471678564376794,0.446459188537989,0.6309627012498129,0.7899188492967716,0.679644617766675,0.829799689862721,1.0000949503821168,0.9907668374426273
34.21052631578948,34.21052631578948,0.10615843655411576,0.18375147774411102,0.31308049966135476,0.44682927004854667,0.5501178168037946,0.5880521711415869,0.5690813091535802,0.8673766098613054,0.8136732804827727,1.1044050752775312,1.273429808334398
39.47368421052633,39.47368421052633,0.10111012236014363,0.22680728740571265,0.26112812763199794,0.3894946992478142,0.43512203748614986,0.5172238950272561,0.7456191788308544,0.7506869903521528,0.9034176296070782,0.9094046346055397,1.2429800555444506
44.736842105263165,44.736842105263165,0.08650054817344728,0.2392990961016317,0.3534045115003407,0.327486625064889,0.5103663053514507,0.5831662055998815,0.5903128884759339,0.7609448567388711,1.0018363177646967,0.9312402574327189,1.1852369185071285
50.0,50.0,0.11679298788416206,0.18782176593621483,0.24307721511020097,0.4204031720039587,0.5870329548896126,0.5642840027618652,0.6906336089493954,0.7649989687873293,0.9469261566293717,0.9067871569537029,0.8978474205795772
