X,Y,StrainRate_1,StrainRate_2,StrainRate_3,StrainRate_4,StrainRate_5,StrainRate_6,StrainRate_7,StrainRate_8,StrainRate_9,StrainRate_10
-50.0,-50.0,1.0981596362994719,10.195580991106501,80.4123643931214,0.10687136611068525,0.891425574895366,11.279202184859365,96.72828042416054,0.09610261026749031,1.062529190410764,10.029060032490612
-44.73684210526316,-44.73684210526316,0.8053125148982123,11.473661747360874,119.88453709549313,0.11670358513866372,0.8861409268629534,9.400649768054613,116.78050426681662,0.08690308285321666,1.057266533089266,8.666442148007638
-39.473684210526315,-39.473684210526315,0.8165072683256028,9.03404968160675,81.44951660630612,0.09222448631875982,0.8558503947090293,11.33291916338857,105.8431879088595,0.10760349567011888,0.8604926155686577,10.85021193615302
-34.21052631578947,-34.21052631578947,0.8916212399346783,9.187619934969613,110.12089302752722,0.10185870776638797,0.9601624863520679,11.930592881835459,83.91731469152755,0.10415271657260333,1.1644606126940045,11.6542717687626
-28.94736842105263,-28.94736842105263,0.9575293280572652,9.359299680120706,81.5486672874902,0.08142866037255275,1.1348586190477823,9.804543251696224,118.96756486777927,0.09131116885933097,0.93210670815839,11.812372283102851
-23.684210526315788,-23.684210526315788,1.052637293869217,9.664208692060184,96.99969667766841,0.10922146293734182,1.1805368744375722,11.59628971260115,93.45095137676707,0.09208496820163171,1.101804323383885,8.588426012217496
-18.421052631578945,-18.421052631578945,0.9773418831567854,11.251580141576639,118.03402520268378,0.0835412419317493,0.8468903076515781,11.458577001518782,95.0277919811831,0.08253968275838068,0.9156109502687598,10.572684916143384
-13.157894736842103,-13.157894736842103,0.8253251618758402,11.229945741035033,106.38291189322354,0.08817516851437171,0.9087452096237048,8.0175713008106,105.05600275422645,0.08703474550358505,1.0659679050366333,11.381166048655725
-7.89473684210526,-7.89473684210526,0.9107924710647447,10.623997913329356,81.73680680919821,0.10661431761798677,1.0273691597543892,9.501284002432168,110.7040624541406,0.08901438646482099,1.0435796840404163,11.255245332596301
-2.6315789473684177,-2.6315789473684177,0.9327778713873651,11.388555044907068,100.71027337000874,0.08249909214505026,1.1670578626922574,9.138573845424647,109.28634379432457,0.11141264291678793,0.9767390887584979,11.902677935997824
2.631578947368425,2.631578947368425,1.0341965490548624,11.379948626926955,82.7312530601744,0.08998755813043045,0.9215929899395657,9.433119151149459,98.00038502811614,0.11993329465976976,1.107847355417044,9.69430500626292
7.894736842105267,7.894736842105267,0.9276864855637952,11.695911024732501,113.27174511633302,0.09411934965492222,1.0391059585087772,11.063830807619965,112.9761603223215,0.08036290826090067,0.8408425879933811,10.418986959987754
13.15789473684211,13.15789473684211,0.905730397240386,11.554499852835633,110.39890058134236,0.0873571519753487,0.8853435339435046,11.611236954637835,105.47694336054033,0.11759808730798368,1.063547285012989,8.18539279607986
18.42105263157896,18.42105263157896,0.9938577161607323,10.598258331243478,92.37122419081638,0.08630404534862962,1.142728835210079,8.199474402602476,108.8608786019219,0.09544925165739189,1.1001142356072617,9.808900196049676
23.684210526315795,23.684210526315795,0.9886136749211865,11.903670613024833,88.1468124312621,0.10192245707177176,0.828294571119401,8.67813995192028,80.24700485217187,0.09193814534345857,0.9097380161640688,10.08334431395942
28.94736842105263,28.94736842105263,0.8879202869686263,11.41153142034975,82.74561281281264,0.09312029420831619,1.0723378142357975,9.522514391656387,118.08450638651823,0.09487848809796938,0.9149215239515199,8.22107158481673
34.21052631578948,34.21052631578948,0.9910402960387376,11.539367053096598,105.24600618076639,0.09620182153031592,0.8575606760846646,8.149922410981906,100.96025170636332,0.11742587378460378,1.1856919443841312,11.728933309568259
39.47368421052633,39.47368421052633,1.0810050406944227,8.190016796308713,117.33056762681608,0.09966195426116017,1.1434046762631391,9.961204840355151,104.84001865542928,0.09122135105245327,1.0449357300630628,11.824270549572077
44.736842105263165,44.736842105263165,1.048951217348836,9.092364884275021,111.06631845274916,0.11105193193077825,1.0717049165569792,10.606937014908084,94.21085218638618,0.08691005994860522,1.0370922639198736,9.816681295452522
50.0,50.0,1.112165156426241,11.779086793283042,92.14423634017977,0.08927824444705125,1.10578949276739,11.80333594435612,84.76644075554623,0.10447322059163092,0.8077380105867467,8.846510357473337
